Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Status
1010333-rama,Teal Blue Heart Motif Embroidered Semi-Stitched Festive & Wedding Wear Lehenga Choli with Sequence Work,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> Net</li>
<li><strong>Choli Fabric:</strong> Net</li>
<li><strong>Dupatta Fabric:</strong> Net</li>
<li><strong>Inner Fabric:</strong> Ultra Satin</li>
<li><strong>Color:</strong> Turquoise</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> 42 inches ''</li>
<li><strong>Lehenga Flair:</strong> ' 3 Mtr ''</li>
<li><strong>Lehenga Closer:</strong> Zip Closure</li>
<li><strong>Blouse Length:</strong> 15 Inches ''</li>
<li><strong>Blouse Size:</strong> 1 Meters ''</li>
<li><strong>Dupatta Width:</strong> 36–40 Inches ''</li>
<li><strong>Dupatta Length:</strong> 2.20 Meters''</li>
<li><strong>Sleeve:</strong> Short Sleeve</li>
<li><strong>Sleeve Length:</strong> 10 Inch</li>
<li><strong>Neck Type:</strong> V Neck</li>
</ul>
<h3>Features</h3>
<ul>
<li>Stitched with Cancan Support & Full Inner</li>
<li>Semi Stitched</li>
</ul>
<h3>Package Contents</h3>
<p>Lehenga :: 1,Choli :: 1,Dupatta ::1</p>",Avestam,Apparel & Accessories > Clothing > Dresses,Lehenga Choli,"Turquoise,Lehenga Choli,Embroidery Sequence Work,Embroidery Sequence Work",TRUE,Size,Free Size up to 42Inch,Color,Turquoise,1010333_Rama,2195,,shopify,deny,manual,TRUE,TRUE,active
1010332-red,Red Floral Embroidered Wedding & Festive Wear Semi-Stitched Georgette Lehenga Choli with Sequin Work,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> Georgette</li>
<li><strong>Choli Fabric:</strong> Georgette</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Color:</strong> Red</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> 42 inches ''</li>
<li><strong>Lehenga Flair:</strong> ' 3 Mtr ''</li>
<li><strong>Lehenga Closer:</strong> Zip Closure</li>
<li><strong>Blouse Length:</strong> 15 Inches ''</li>
<li><strong>Blouse Size:</strong> 1 Meters ''</li>
<li><strong>Dupatta Width:</strong> 36–40 Inches ''</li>
<li><strong>Dupatta Length:</strong> 2.20 Meters''</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 15 Inch</li>
<li><strong>Neck Type:</strong> V Neck</li>
</ul>
<h3>Features</h3>
<ul>
<li>Stitched with Cancan Support & Full Inner</li>
<li>Semi Stitched</li>
</ul>
<h3>Package Contents</h3>
<p>Lehenga :: 1,Choli :: 1,Dupatta ::1</p>",Avestam,Apparel & Accessories > Clothing > Dresses,Lehenga Choli,"Red,Lehenga Choli,Embroidery Sequence Work,Embroidery Sequence Work",TRUE,Size,Free Size up to 42Inch,Color,Red,1010332_Red,2195,,shopify,deny,manual,TRUE,TRUE,active
1010331-lavender,Lavender Floral Embroidered Semi-Stitched Wedding Wear Georgette Lehenga Choli with Thread Work,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> Georgette</li>
<li><strong>Choli Fabric:</strong> Georgette</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Color:</strong> Lavender</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> 42 inches ''</li>
<li><strong>Lehenga Flair:</strong> ' 3 Mtr ''</li>
<li><strong>Lehenga Closer:</strong> Zip Closure</li>
<li><strong>Blouse Length:</strong> 15 Inches ''</li>
<li><strong>Blouse Size:</strong> 1 Meters ''</li>
<li><strong>Dupatta Width:</strong> 36–40 Inches ''</li>
<li><strong>Dupatta Length:</strong> 2.20 Meters''</li>
<li><strong>Sleeve:</strong> Short Sleeve</li>
<li><strong>Sleeve Length:</strong> 10 Inch</li>
<li><strong>Neck Type:</strong> V Neck</li>
</ul>
<h3>Features</h3>
<ul>
<li>Stitched with Cancan Support & Full Inner</li>
<li>Semi Stitched</li>
</ul>
<h3>Package Contents</h3>
<p>Lehenga :: 1,Choli :: 1,Dupatta ::1</p>",Avestam,Apparel & Accessories > Clothing > Dresses,Lehenga Choli,"Lavender,Lehenga Choli,Embroidery Sequence Work,Embroidery Sequence Work",TRUE,Size,Free Size up to 42Inch,Color,Lavender,1010331_Lavender,2695,,shopify,deny,manual,TRUE,TRUE,active
1010330-red,Royal Red Printed Festive & Party Wear Semi-Stitched Georgette Lehenga Choli with Geometric Bandhani Work,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> Georgette</li>
<li><strong>Choli Fabric:</strong> Georgette</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Color:</strong> Red</li>
<li><strong>Work:</strong> Badhani Print Work</li>
<li><strong>Pattern:</strong> Badhani Print Work</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> 42 inches ''</li>
<li><strong>Lehenga Flair:</strong> ' 3 Mtr ''</li>
<li><strong>Lehenga Closer:</strong> Zip Closure</li>
<li><strong>Blouse Length:</strong> 15 Inches ''</li>
<li><strong>Blouse Size:</strong> 1 Meters ''</li>
<li><strong>Dupatta Width:</strong> 36–40 Inches ''</li>
<li><strong>Dupatta Length:</strong> 2.20 Meters''</li>
<li><strong>Sleeve:</strong> Short Sleeve</li>
<li><strong>Sleeve Length:</strong> 10 Inch</li>
<li><strong>Neck Type:</strong> Round</li>
</ul>
<h3>Features</h3>
<ul>
<li>Stitched with Cancan Support & Full Inner</li>
<li>Semi Stitched</li>
</ul>
<h3>Package Contents</h3>
<p>Lehenga :: 1,Choli :: 1,Dupatta ::1</p>",Avestam,Apparel & Accessories > Clothing > Dresses,Lehenga Choli,"Red,Lehenga Choli,Badhani Print Work,Badhani Print Work",TRUE,Size,Free Size up to 42Inch,Color,Red,1010330_Red,1595,,shopify,deny,manual,TRUE,TRUE,active
1010330-purple,Royal Purple Printed Festive & Party Wear Semi-Stitched Georgette Lehenga Choli with Geometric Bandhani Work,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> Georgette</li>
<li><strong>Choli Fabric:</strong> Georgette</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Color:</strong> Purple</li>
<li><strong>Work:</strong> Badhani Print Work</li>
<li><strong>Pattern:</strong> Badhani Print Work</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> 42 inches ''</li>
<li><strong>Lehenga Flair:</strong> ' 3 Mtr ''</li>
<li><strong>Lehenga Closer:</strong> Zip Closure</li>
<li><strong>Blouse Length:</strong> 15 Inches ''</li>
<li><strong>Blouse Size:</strong> 1 Meters ''</li>
<li><strong>Dupatta Width:</strong> 36–40 Inches ''</li>
<li><strong>Dupatta Length:</strong> 2.20 Meters''</li>
<li><strong>Sleeve:</strong> Short Sleeve</li>
<li><strong>Sleeve Length:</strong> 10 Inch</li>
<li><strong>Neck Type:</strong> Round</li>
</ul>
<h3>Features</h3>
<ul>
<li>Stitched with Cancan Support & Full Inner</li>
<li>Semi Stitched</li>
</ul>
<h3>Package Contents</h3>
<p>Lehenga :: 1,Choli :: 1,Dupatta ::1</p>",Avestam,Apparel & Accessories > Clothing > Dresses,Lehenga Choli,"Purple,Lehenga Choli,Badhani Print Work,Badhani Print Work",TRUE,Size,Free Size up to 42Inch,Color,Purple,1010330_Purple,1595,,shopify,deny,manual,TRUE,TRUE,active
1010330-green,Royal Green Printed Festive & Party Wear Semi-Stitched Georgette Lehenga Choli with Geometric Bandhani Work,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> Georgette</li>
<li><strong>Choli Fabric:</strong> Georgette</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Color:</strong> Green</li>
<li><strong>Work:</strong> Badhani Print Work</li>
<li><strong>Pattern:</strong> Badhani Print Work</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> 42 inches ''</li>
<li><strong>Lehenga Flair:</strong> ' 3 Mtr ''</li>
<li><strong>Lehenga Closer:</strong> Zip Closure</li>
<li><strong>Blouse Length:</strong> 15 Inches ''</li>
<li><strong>Blouse Size:</strong> 1 Meters ''</li>
<li><strong>Dupatta Width:</strong> 36–40 Inches ''</li>
<li><strong>Dupatta Length:</strong> 2.20 Meters''</li>
<li><strong>Sleeve:</strong> Short Sleeve</li>
<li><strong>Sleeve Length:</strong> 10 Inch</li>
<li><strong>Neck Type:</strong> Round</li>
</ul>
<h3>Features</h3>
<ul>
<li>Stitched with Cancan Support & Full Inner</li>
<li>Semi Stitched</li>
</ul>
<h3>Package Contents</h3>
<p>Lehenga :: 1,Choli :: 1,Dupatta ::1</p>",Avestam,Apparel & Accessories > Clothing > Dresses,Lehenga Choli,"Green,Lehenga Choli,Badhani Print Work,Badhani Print Work",TRUE,Size,Free Size up to 42Inch,Color,Green,1010330_Green,1595,,shopify,deny,manual,TRUE,TRUE,active
1010330-blue,Royal Blue Printed Festive & Party Wear Semi-Stitched Georgette Lehenga Choli with Geometric Bandhani Work,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> Georgette</li>
<li><strong>Choli Fabric:</strong> Georgette</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Color:</strong> Blue</li>
<li><strong>Work:</strong> Badhani Print Work</li>
<li><strong>Pattern:</strong> Badhani Print Work</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> 42 inches ''</li>
<li><strong>Lehenga Flair:</strong> ' 3 Mtr ''</li>
<li><strong>Lehenga Closer:</strong> Zip Closure</li>
<li><strong>Blouse Length:</strong> 15 Inches ''</li>
<li><strong>Blouse Size:</strong> 1 Meters ''</li>
<li><strong>Dupatta Width:</strong> 36–40 Inches ''</li>
<li><strong>Dupatta Length:</strong> 2.20 Meters''</li>
<li><strong>Sleeve:</strong> Short Sleeve</li>
<li><strong>Sleeve Length:</strong> 10 Inch</li>
<li><strong>Neck Type:</strong> Round</li>
</ul>
<h3>Features</h3>
<ul>
<li>Stitched with Cancan Support & Full Inner</li>
<li>Semi Stitched</li>
</ul>
<h3>Package Contents</h3>
<p>Lehenga :: 1,Choli :: 1,Dupatta ::1</p>",Avestam,Apparel & Accessories > Clothing > Dresses,Lehenga Choli,"Blue,Lehenga Choli,Badhani Print Work,Badhani Print Work",TRUE,Size,Free Size up to 42Inch,Color,Blue,1010330_Blue,1595,,shopify,deny,manual,TRUE,TRUE,active
1010330-printpink,Royal Pink Printed Festive & Party Wear Semi-Stitched Georgette Lehenga Choli with Geometric Bandhani Work,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> Georgette</li>
<li><strong>Choli Fabric:</strong> Georgette</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Color:</strong> Pink</li>
<li><strong>Work:</strong> Badhani Print Work</li>
<li><strong>Pattern:</strong> Badhani Print Work</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> 42 inches ''</li>
<li><strong>Lehenga Flair:</strong> ' 3 Mtr ''</li>
<li><strong>Lehenga Closer:</strong> Zip Closure</li>
<li><strong>Blouse Length:</strong> 15 Inches ''</li>
<li><strong>Blouse Size:</strong> 1 Meters ''</li>
<li><strong>Dupatta Width:</strong> 36–40 Inches ''</li>
<li><strong>Dupatta Length:</strong> 2.20 Meters''</li>
<li><strong>Sleeve:</strong> Short Sleeve</li>
<li><strong>Sleeve Length:</strong> 10 Inch</li>
<li><strong>Neck Type:</strong> Round</li>
</ul>
<h3>Features</h3>
<ul>
<li>Stitched with Cancan Support & Full Inner</li>
<li>Semi Stitched</li>
</ul>
<h3>Package Contents</h3>
<p>Lehenga :: 1,Choli :: 1,Dupatta ::1</p>",Avestam,Apparel & Accessories > Clothing > Dresses,Lehenga Choli,"Pink,Lehenga Choli,Badhani Print Work,Badhani Print Work",TRUE,Size,Free Size up to 42Inch,Color,Pink,1010330_Printpink,1595,,shopify,deny,manual,TRUE,TRUE,active
1010329-multi,Midnight Black Floral Embroidered Festive & Party Wear Semi-Stitched Georgette Lehenga Choli with Multicolor Thread Work,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> Georgette</li>
<li><strong>Choli Fabric:</strong> Georgette</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Color:</strong> Black</li>
<li><strong>Work:</strong> Embroidery Chain Stitch Work</li>
<li><strong>Pattern:</strong> Embroidery Chain Stitch Work</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> 42 inches ''</li>
<li><strong>Lehenga Flair:</strong> ' 3 Mtr ''</li>
<li><strong>Lehenga Closer:</strong> Zip Closure</li>
<li><strong>Blouse Length:</strong> 15 Inches ''</li>
<li><strong>Blouse Size:</strong> 1 Meters ''</li>
<li><strong>Dupatta Width:</strong> 36–40 Inches ''</li>
<li><strong>Dupatta Length:</strong> 2.20 Meters''</li>
<li><strong>Sleeve:</strong> Short Sleeve</li>
<li><strong>Sleeve Length:</strong> 10 Inch</li>
<li><strong>Neck Type:</strong> Round</li>
</ul>
<h3>Features</h3>
<ul>
<li>Stitched with Cancan Support & Full Inner</li>
<li>Semi Stitched</li>
</ul>
<h3>Package Contents</h3>
<p>Lehenga :: 1,Choli :: 1,Dupatta ::1</p>",Avestam,Apparel & Accessories > Clothing > Dresses,Lehenga Choli,"Black,Lehenga Choli,Embroidery Chain Stitch Work,Embroidery Chain Stitch Work",TRUE,Size,Free Size up to 42Inch,Color,Black,1010329_Multi,2195,,shopify,deny,manual,TRUE,TRUE,active
3010328-black,Elegant Black Sequin Embroidered Festive & Party Wear Semi-Stitched Georgette Lehenga Choli with Ruffle Dupatta,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> Georgette</li>
<li><strong>Choli Fabric:</strong> Silk Flower</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Color:</strong> Black</li>
<li><strong>Work:</strong> Self Design</li>
<li><strong>Pattern:</strong> Self Design</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> 42 inches ''</li>
<li><strong>Lehenga Flair:</strong> ' 3 Mtr ''</li>
<li><strong>Lehenga Closer:</strong> Zip Closure</li>
<li><strong>Blouse Length:</strong> 15 Inches ''</li>
<li><strong>Blouse Size:</strong> 1 Meters ''</li>
<li><strong>Dupatta Width:</strong> 36–40 Inches ''</li>
<li><strong>Dupatta Length:</strong> 2.20 Meters''</li>
<li><strong>Sleeve:</strong> Short Sleeve</li>
<li><strong>Sleeve Length:</strong> 10 Inch</li>
<li><strong>Neck Type:</strong> Round</li>
</ul>
<h3>Features</h3>
<ul>
<li>Stitched with Cancan Support & Full Inner</li>
<li>Semi Stitched</li>
</ul>
<h3>Package Contents</h3>
<p>Lehenga :: 1,Choli :: 1,Dupatta ::1</p>",Avestam,Apparel & Accessories > Clothing > Dresses,Lehenga Choli,"Black,Lehenga Choli,Self Design,Self Design",TRUE,Size,Free Size up to 42Inch,Color,Black,3010328_Black,2295,,shopify,deny,manual,TRUE,TRUE,active
3010328-purple,Elegant Purple Sequin Embroidered Festive & Party Wear Semi-Stitched Georgette Lehenga Choli with Ruffle Dupatta,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> Georgette</li>
<li><strong>Choli Fabric:</strong> Silk Flower</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Color:</strong> Purple</li>
<li><strong>Work:</strong> Self Design</li>
<li><strong>Pattern:</strong> Self Design</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> 42 inches ''</li>
<li><strong>Lehenga Flair:</strong> ' 3 Mtr ''</li>
<li><strong>Lehenga Closer:</strong> Zip Closure</li>
<li><strong>Blouse Length:</strong> 15 Inches ''</li>
<li><strong>Blouse Size:</strong> 1 Meters ''</li>
<li><strong>Dupatta Width:</strong> 36–40 Inches ''</li>
<li><strong>Dupatta Length:</strong> 2.20 Meters''</li>
<li><strong>Sleeve:</strong> Short Sleeve</li>
<li><strong>Sleeve Length:</strong> 10 Inch</li>
<li><strong>Neck Type:</strong> Round</li>
</ul>
<h3>Features</h3>
<ul>
<li>Stitched with Cancan Support & Full Inner</li>
<li>Semi Stitched</li>
</ul>
<h3>Package Contents</h3>
<p>Lehenga :: 1,Choli :: 1,Dupatta ::1</p>",Avestam,Apparel & Accessories > Clothing > Dresses,Lehenga Choli,"Purple,Lehenga Choli,Self Design,Self Design",TRUE,Size,Free Size up to 42Inch,Color,Purple,3010328_Purple,2295,,shopify,deny,manual,TRUE,TRUE,active
1010327-black,Classic Black Sequin Embellished Festive & Party Wear Semi-Stitched Georgette Lehenga Choli with Heavy Dupatta Work,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> Georgette</li>
<li><strong>Choli Fabric:</strong> Georgette</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Color:</strong> Black</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> 42 inches ''</li>
<li><strong>Lehenga Flair:</strong> ' 3 Mtr ''</li>
<li><strong>Lehenga Closer:</strong> Zip Closure</li>
<li><strong>Blouse Length:</strong> 15 Inches ''</li>
<li><strong>Blouse Size:</strong> 1 Meters ''</li>
<li><strong>Dupatta Width:</strong> 36–40 Inches ''</li>
<li><strong>Dupatta Length:</strong> 2.20 Meters''</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 15 Inch</li>
<li><strong>Neck Type:</strong> V-Neck</li>
</ul>
<h3>Features</h3>
<ul>
<li>Stitched with Cancan Support & Full Inner</li>
<li>Semi Stitched</li>
</ul>
<h3>Package Contents</h3>
<p>Lehenga :: 1,Choli :: 1,Dupatta ::1</p>",Avestam,Apparel & Accessories > Clothing > Dresses,Lehenga Choli,"Black,Lehenga Choli,Embroidery Sequence Work,Embroidery Sequence Work",TRUE,Size,Free Size up to 42Inch,Color,Black,1010327_Black,2295,,shopify,deny,manual,TRUE,TRUE,active
1010326-green,Emerald Green Sequin Embellished Festive & Party Wear Semi-Stitched Georgette Lehenga Choli with Designer Dupatta Work,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> Georgette</li>
<li><strong>Choli Fabric:</strong> Georgette</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Color:</strong> Green</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> 42 inches ''</li>
<li><strong>Lehenga Flair:</strong> ' 3 Mtr ''</li>
<li><strong>Lehenga Closer:</strong> Zip Closure</li>
<li><strong>Blouse Length:</strong> 15 Inches ''</li>
<li><strong>Blouse Size:</strong> 1 Meters ''</li>
<li><strong>Dupatta Width:</strong> 36–40 Inches ''</li>
<li><strong>Dupatta Length:</strong> 2.20 Meters''</li>
<li><strong>Sleeve:</strong> Short Sleeves</li>
<li><strong>Sleeve Length:</strong> 10 Inch</li>
<li><strong>Neck Type:</strong> V-Neck</li>
</ul>
<h3>Features</h3>
<ul>
<li>Stitched with Cancan Support & Full Inner</li>
<li>Semi Stitched</li>
</ul>
<h3>Package Contents</h3>
<p>Lehenga :: 1,Choli :: 1,Dupatta ::1</p>",Avestam,Apparel & Accessories > Clothing > Dresses,Lehenga Choli,"Green,Lehenga Choli,Embroidery Sequence Work,Embroidery Sequence Work",TRUE,Size,Free Size up to 42Inch,Color,Green,1010326_Green,2194,,shopify,deny,manual,TRUE,TRUE,active
1010325-rama,Royal Teal Blue Sequin Embellished Festive & Party Wear Semi-Stitched Georgette Lehenga Choli with Heavy Dupatta Work,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> Georgette</li>
<li><strong>Choli Fabric:</strong> Georgette</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Color:</strong> Turquoise</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> 42 inches ''</li>
<li><strong>Lehenga Flair:</strong> ' 3 Mtr ''</li>
<li><strong>Lehenga Closer:</strong> Zip Closure</li>
<li><strong>Blouse Length:</strong> 15 Inches ''</li>
<li><strong>Blouse Size:</strong> 1 Meters ''</li>
<li><strong>Dupatta Width:</strong> 36–40 Inches ''</li>
<li><strong>Dupatta Length:</strong> 2.20 Meters''</li>
<li><strong>Sleeve:</strong> Short Sleeves</li>
<li><strong>Sleeve Length:</strong> 10 Inch</li>
<li><strong>Neck Type:</strong> V-Neck</li>
</ul>
<h3>Features</h3>
<ul>
<li>Stitched with Cancan Support & Full Inner</li>
<li>Semi Stitched</li>
</ul>
<h3>Package Contents</h3>
<p>Lehenga :: 1,Choli :: 1,Dupatta ::1</p>",Avestam,Apparel & Accessories > Clothing > Dresses,Lehenga Choli,"Turquoise,Lehenga Choli,Embroidery Sequence Work,Embroidery Sequence Work",TRUE,Size,Free Size up to 42Inch,Color,Turquoise,1010325_Rama,2194,,shopify,deny,manual,TRUE,TRUE,active
1010324-dusty-pink,Blush Pink Sequin Embroidered Festive & Party Wear Semi-Stitched Georgette Lehenga Choli with Designer Dupatta Work,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> Georgette</li>
<li><strong>Choli Fabric:</strong> Georgette</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Color:</strong> Dusty Pink</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> 42 inches ''</li>
<li><strong>Lehenga Flair:</strong> ' 3 Mtr ''</li>
<li><strong>Lehenga Closer:</strong> Zip Closure</li>
<li><strong>Blouse Length:</strong> 15 Inches ''</li>
<li><strong>Blouse Size:</strong> 1 Meters ''</li>
<li><strong>Dupatta Width:</strong> 36–40 Inches ''</li>
<li><strong>Dupatta Length:</strong> 2.20 Meters''</li>
<li><strong>Sleeve:</strong> Short Sleeves</li>
<li><strong>Sleeve Length:</strong> 10 Inch</li>
<li><strong>Neck Type:</strong> V-Neck</li>
</ul>
<h3>Features</h3>
<ul>
<li>Stitched with Cancan Support & Full Inner</li>
<li>Semi Stitched</li>
</ul>
<h3>Package Contents</h3>
<p>Lehenga :: 1,Choli :: 1,Dupatta ::1</p>",Avestam,Apparel & Accessories > Clothing > Dresses,Lehenga Choli,"Dusty Pink,Lehenga Choli,Embroidery Sequence Work,Embroidery Sequence Work",TRUE,Size,Free Size up to 42Inch,Color,Dusty Pink,1010324_Dusty Pink,2295,,shopify,deny,manual,TRUE,TRUE,active
1010323-purple,Graceful Lavender Floral Embroidered Festive & Wedding Wear Semi-Stitched Net Lehenga Choli with Designer Dupatta Work,"<h3>Product Details</h3>
<ul>
<li><strong>Lehenga Fabric:</strong> silk Net</li>
<li><strong>Choli Fabric:</strong> silk Net</li>
<li><strong>Dupatta Fabric:</strong> silk Net</li>
<li><strong>Inner Fabric:</strong> Ultra Satin</li>
<li><strong>Color:</strong> Light Purple</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
</ul>
<h3>Measurements</h3>
<ul>
<li><strong>Lehenga Length:</strong> 42 inches ''</li>
<li><strong>Lehenga Flair:</strong> ' 3 Mtr ''</li>
<li><strong>Lehenga Closer:</strong> Zip Closure</li>
<li><strong>Blouse Length:</strong> 15 Inches ''</li>
<li><strong>Blouse Size:</strong> 1 Meters ''</li>
<li><strong>Dupatta Width:</strong> 36–40 Inches ''</li>
<li><strong>Dupatta Length:</strong> 2.20 Meters''</li>
<li><strong>Sleeve:</strong> Short Sleeves</li>
<li><strong>Sleeve Length:</strong> 10 Inch</li>
<li><strong>Neck Type:</strong> V-Neck</li>
</ul>
<h3>Features</h3>
<ul>
<li>Stitched with Cancan Support & Full Inner</li>
<li>Semi Stitched</li>
</ul>
<h3>Package Contents</h3>
<p>Lehenga :: 1,Choli :: 1,Dupatta ::1</p>",Avestam,Apparel & Accessories > Clothing > Dresses,Lehenga Choli,"Light Purple,Lehenga Choli,Embroidery Sequence Work,Embroidery Sequence Work",TRUE,Size,Free Size up to 42Inch,Color,Light Purple,1010323_Purple,2495,,shopify,deny,manual,TRUE,TRUE,active
