Sr no,SKU,B2B Online,GST,Category,Size,Top Fabric,Bottom Fabric,Dupatta Fabric,Inner Fabric,Color,Top Length,Bottom Length,Dupatta Length,Blouse Length,Sleeve,Sleeve Length,Neck Type,Work/Pattern,Work Type,Waist,Bust,Stitching,Content,Description,HSN,Vedio Link,Img 1,Img 2,Img 3,Img 4,Img 5,Img 6,Img 7,Img 8,Img 9,Img 8,Img 9,Img 10,Img 11,Img 12,Img 13,,,
39,301024_LPurple,1495,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Net,santoon,Net,santoon,Light Purple,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Chain Stitch Work,Embroidery Chain Stitch Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Net || Inner Fabric: Crepe || Bottom Fabric: Crepe || Dupatta Fabric : Net || Top Work: Embroidery Chain Stitch Work || Bottom Work: Plain || Dupatta Work :: Embroidery Chain Stitch Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,https://drive.google.com/file/d/1ZNLOoLxb0pvGyde3BkRBGGZPTvL1xrvL/view?usp=drive_link,https://drive.google.com/file/d/1wmN5vUEnLQ9zTc3Mo25hgO9fr_i-FuWZ/view?usp=drive_link,https://drive.google.com/file/d/15ajrtwnArU7YibB9LIwVLEJG1vDxAV1d/view?usp=drive_link,https://drive.google.com/file/d/1ZI2qtpuNWbVJjyJu-J4qIgkwmTy-lQjU/view?usp=drive_link,https://drive.google.com/file/d/1r8ZPUec0EcA-qF35bL_bQPUxwQrIHKdU/view?usp=drive_link,https://drive.google.com/file/d/1IWijZmJ8bf9uJYaEhwhBC8NRhf2b8-FS/view?usp=drive_link,https://drive.google.com/file/d/1GDXUcf8GWG2DUhV9K_VRafRQ_u5jqfVV/view?usp=drive_link,,,,,,,,,,,,
40,301024_Sky,1495,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Net,Crepe,Net,Crepe,Sky,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Chain Stitch Work,Embroidery Chain Stitch Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Net || Inner Fabric: Crepe || Bottom Fabric: Crepe || Dupatta Fabric : Net || Top Work: Embroidery Chain Stitch Work || Bottom Work: Plain || Dupatta Work :: Embroidery Chain Stitch Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,,https://drive.google.com/file/d/1ik6XnQrYnNiUixZWDlsuGeEqgVi4m4KL/view?usp=drive_link,https://drive.google.com/file/d/1amgxAEdtq_YIV2WLVjDrHCfJ4Io06v9d/view?usp=drive_link,https://drive.google.com/file/d/19gQ9zFooW4tyI86nEP2UXw6BhpeXh7VF/view?usp=drive_link,,,,,,,,,,,,,,,
41,301024_Gajri,1495,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Net,Crepe,Net,Crepe,Gajari,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Chain Stitch Work,Embroidery Chain Stitch Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Net || Inner Fabric: Crepe || Bottom Fabric: Crepe || Dupatta Fabric : Net || Top Work: Embroidery Chain Stitch Work || Bottom Work: Plain || Dupatta Work :: Embroidery Chain Stitch Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,,https://drive.google.com/file/d/1-xet34a8fc6kAvWqkZe_kUZTcSlioStf/view?usp=drive_link,https://drive.google.com/file/d/19NXyT76VjBHwLapAmvVn7-Gm9xq4GUvE/view?usp=drive_link,https://drive.google.com/file/d/1jgbSerT7m_9ceT1XWARnPFUyBtn7BjW0/view?usp=drive_link,,,,,,,,,,,,,,,
42,301025_Lyellow,1340,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Net,santoon,Net,santoon,LightYellow,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Chain Stitch Work,Embroidery Chain Stitch Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Net || Inner Fabric: Santoon || Bottom Fabric: Santoon || Dupatta Fabric : Net || Top Work: Embroidery Chain Stitch Work || Bottom Work: Plain || Dupatta Work :: Embroidery Chain Stitch Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,https://drive.google.com/file/d/1pn5i9b9sFjEr8I8jsNQRKfPh0SPx1B6h/view?usp=drive_link,https://drive.google.com/file/d/1EZ8WaryCgsQi-ROalREhHO-3h5GLuZTE/view?usp=drive_link,https://drive.google.com/file/d/1fOuZjbKuN6HTzvJiDBHprKA7z5S3CD05/view?usp=drive_link,https://drive.google.com/file/d/1zzG9vze3Lob0xotbXvsSy-kZOB_C8o91/view?usp=drive_link,https://drive.google.com/file/d/1BaUsZcqlZkvZKPcfH42HL-g8KGlYeCI_/view?usp=drive_link,https://drive.google.com/file/d/18OEm5XEmV4_TAukRVDPyCYc8QEsEawTz/view?usp=drive_link,https://drive.google.com/file/d/1-UcRzHJufxzzCL4zw1AfTtvha_QaJ3yS/view?usp=drive_link,,,,,,,,,,,,
43,301026_Sky,1495,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Net,Crepe,Net,Crepe,Sky,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Chain Stitch Work,Embroidery Chain Stitch Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Net || Inner Fabric: Crepe || Bottom Fabric: Crepe || Dupatta Fabric : Net || Top Work: Embroidery Chain Stitch Work || Bottom Work: Plain || Dupatta Work :: Embroidery Chain Stitch Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,https://drive.google.com/file/d/1vre9lsOKcPnFwmPwdKx3OM4LD8oQC3bE/view?usp=drive_link,https://drive.google.com/file/d/1T7XZHsaC_bPS_E_T1PMdvTMU6rcw6iKV/view?usp=drive_link,https://drive.google.com/file/d/1vXonCMysjSEG-oX4D_4en3Yru5_BZc3y/view?usp=drive_link,https://drive.google.com/file/d/1sgGkhUAo9_jwf6UcNwStQ5KjnxWVuxUC/view?usp=drive_link,https://drive.google.com/file/d/1csFYk2jVw6JF0GfFtLcHFqkA-f-M4XtK/view?usp=drive_link,https://drive.google.com/file/d/1bIlHkSNzNg51LzbqZ8SFcJrZ5hlTJs_l/view?usp=drive_link,https://drive.google.com/file/d/1QMSnMw2K5hDxPwEI6B3KXx5hhPp-JMY0/view?usp=drive_link,,,,,,,,,,,,
44,301026_LPurple,1495,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Net,santoon,Net,santoon,Light Purple,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Chain Stitch Work,Embroidery Chain Stitch Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Net || Inner Fabric: Santoon || Bottom Fabric: Santoon|| Dupatta Fabric : Net || Top Work: Embroidery Chain Stitch Work || Bottom Work: Plain || Dupatta Work :: Embroidery Chain Stitch Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,,https://drive.google.com/file/d/1ogrN1nAUeA8u9EC7M6TT8DtgqmMCgZgD/view?usp=drive_link,https://drive.google.com/file/d/1KQ3X6viwk9tO_kGPlzSainBLCxJyC9BF/view?usp=drive_link,https://drive.google.com/file/d/1-X9ihDl78dZYymraxdLJW7V50pxqd0qM/view?usp=drive_link,,,,,,,,,,,,,,,
45,301026_Black,1495,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Net,santoon,Net,santoon,Black,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Chain Stitch Work,Embroidery Chain Stitch Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Net || Inner Fabric: Santoon || Bottom Fabric: Santoon|| Dupatta Fabric : Net || Top Work: Embroidery Chain Stitch Work || Bottom Work: Plain || Dupatta Work :: Embroidery Chain Stitch Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,,https://drive.google.com/file/d/1R3uJWnVF3DFITiYfr5na7UWgklSlP3Hv/view?usp=drive_link,https://drive.google.com/file/d/1OPsN9o-RcoDBltHix42HFbv4zjyb1iXm/view?usp=drive_link,https://drive.google.com/file/d/1V_KMSPT4JW2zsGxQoAy2n7IzqMpJdJdi/view?usp=drive_link,,,,,,,,,,,,,,,
46,301027_Pink,1995,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Georgette,Crepe,Georgette,Crepe,Dark Pink,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,https://drive.google.com/file/d/1_iy2gqElEawWleZTz4tV_Mpq75TtxSxV/view?usp=drive_link,https://drive.google.com/file/d/1DJWvwWlwLHnVoi-txRJtjSu_8N-rUNN4/view?usp=drive_link,https://drive.google.com/file/d/1vme1gg1cLEAxkPdrlFh9R0t3t5drSNH-/view?usp=drive_link,https://drive.google.com/file/d/1USQlS9Acgno7vXPV-TcucHUKvo8aMfdS/view?usp=drive_link,https://drive.google.com/file/d/14gE7Yfl2RF992VOtIiCJbmPWd50WqeUq/view?usp=drive_link,https://drive.google.com/file/d/1VOOh_m_Ftji8AcrBWuMmm-ZZ62jCdJ9_/view?usp=drive_link,,,,,,,,,,,,,
47,301027_Green,1995,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Georgette,Crepe,Georgette,Crepe,Green,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,,https://drive.google.com/file/d/1wMnE4LlFVe5NeLDbcxDk5UEBPiZMvFwK/view?usp=drive_link,https://drive.google.com/file/d/1nD8EUvQFWrKDLGPUERHoo7LR3LNKZfri/view?usp=drive_link,https://drive.google.com/file/d/1v2JQDgQPevpd3C7Dd9GTgBL50K7wRkOA/view?usp=drive_link,,,,,,,,,,,,,,,
48,301027_Rama,1995,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Georgette,Crepe,Georgette,Crepe,Rama,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,,https://drive.google.com/file/d/16yVDZhVEwJh2U-n6Tr-t-7CSC6f9kiN1/view?usp=drive_link,https://drive.google.com/file/d/1hC7A4CfQpyA2MOoaeivD00Ypi67Py5mE/view?usp=drive_link,https://drive.google.com/file/d/1i68Yvllx3Qd1LbRBYaVlVrmsdkbgMttg/view?usp=drive_link,,,,,,,,,,,,,,,
49,301028_Black Pakistani,1695,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Georgette,Crepe,Net,Crepe,Black,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Chain Stitch Work,Embroidery Chain Stitch Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Net || Top Work: Embroidery Chain Stitch Work || Bottom Work: Plain || Dupatta Work: Embroidery Chain Stitch Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,https://drive.google.com/file/d/1OcHO4gJONJy6_wbvZeUDmlyjCOzBX7oE/view?usp=drive_link,https://drive.google.com/file/d/1XeipnVGHKe8k3tF_wBBnyRsVnHU0kg2y/view?usp=drive_link,https://drive.google.com/file/d/1EJdp1bR9WcP3p1AmaTBRZMr0WQt7ibm6/view?usp=drive_link,https://drive.google.com/file/d/1xbCfkZImdvcgfLdVJQ8dIuDu86HfJo2r/view?usp=drive_link,https://drive.google.com/file/d/1GmSUvJj7wMy9MjHY6LcT3Y0PH-cWptXK/view?usp=drive_link,https://drive.google.com/file/d/1OCCeVPlYm-qLtamGhKEiehCrU17140Hi/view?usp=drive_link,,,,,,,,,,,,,
50,301029_Green,1595,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Georgette,Crepe,Georgette,Crepe,Green,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,https://drive.google.com/file/d/17aigcD4ab8X9THYiwBZq_V7AXgyUxx8F/view?usp=drive_link,https://drive.google.com/file/d/1xV6JJgH7tQ1Vz7TApTLGig49tMjYN7o9/view?usp=drive_link,https://drive.google.com/file/d/10m9P7teK-pSNiI2OBRRy_pqw_gnAquWQ/view?usp=drive_link,https://drive.google.com/file/d/1oyliQR2B42n2i1uR2nbBR1Wqkgkl6T9W/view?usp=drive_link,https://drive.google.com/file/d/16e4V1n8zlZqS6cZci8tXCA1fuiH-XPfQ/view?usp=drive_link,https://drive.google.com/file/d/1dSHaY2lFs9cmVFBnQah6iPCfaXIvMOAc/view?usp=drive_link,,,,,,,,,,,,,
51,301029_Rama,1595,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Georgette,Crepe,Georgette,Crepe,Turquoise Blue,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,,https://drive.google.com/file/d/1TB2Q5B0xk9qj408OPTcgSEAA87ZIbJ6Y/view?usp=drive_link,https://drive.google.com/file/d/1d92Zq86e6saqNctd7AuiOj79s7IK5SBL/view?usp=drive_link,https://drive.google.com/file/d/1u0uhcgd-fkxVov87Gm088JDvLwCqs5QA/view?usp=drive_link,https://drive.google.com/file/d/1IhU0pHAC2Na7AhJ5GpcUIZhJf2alGDif/view?usp=drive_link,https://drive.google.com/file/d/1QDtQD0_g7JMM6re0x6y2LWVGe2iFuOlL/view?usp=drive_link,https://drive.google.com/file/d/1CnrSKtAvVu9q6B86DD_f6cYav4IT78MW/view?usp=drive_link,,,,,,,,,,,,
52,301029_Mendi,1595,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Georgette,Crepe,Georgette,Crepe,Light Green,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,,https://drive.google.com/file/d/1UVaJSe81s5qIT9UAJ8G1NUDGp8FpSGcn/view?usp=drive_link,https://drive.google.com/file/d/1eYKfnJurDTboNukTeDQGxLI7zuWJUnBY/view?usp=drive_link,https://drive.google.com/file/d/1l42gsiGE-Ogp3IeYu6NIZAjP7DO7RjFW/view?usp=drive_link,https://drive.google.com/file/d/1nhqH-SBaLJF2vnN7sg7RjTx7DpvPDJ-r/view?usp=drive_link,https://drive.google.com/file/d/1zAdVjWo3aN-ovgPoLpjxM2KDT4cTTpud/view?usp=drive_link,https://drive.google.com/file/d/1MZQ40EwcO28iiitY9IfA1VgwOpd1MEeL/view?usp=drive_link,,,,,,,,,,,,
53,301029_Black,1595,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Georgette,Crepe,Georgette,Crepe,Black,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,,https://drive.google.com/file/d/1HXaTz0obsnY9gPFYk5k91M3IIZFEfvEF/view?usp=drive_link,https://drive.google.com/file/d/1mma0rhfObvQKzaO6qsIbsaw1MBFiJ7xt/view?usp=drive_link,https://drive.google.com/file/d/1M58dcH-diwkMhRbpeACZKCpock6sNQTJ/view?usp=drive_link,https://drive.google.com/file/d/1iWT-I7xa2qiVxU5Z2aPcfhcJ3TBQdjiy/view?usp=drive_link,https://drive.google.com/file/d/1-xIfWxc2xgbokqRBd2eyRq5dGGD8LJY5/view?usp=drive_link,https://drive.google.com/file/d/1aqo1FvYa3NRRqKiJkzMEYUsFJKDXir7R/view?usp=drive_link,,,,,,,,,,,,
54,301029_Dpink,1595,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Georgette,Crepe,Georgette,Crepe,Dark Pink,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,,https://drive.google.com/file/d/1SVxIFDfts1llbrROImKrzdo3rTMlN76q/view?usp=drive_link,https://drive.google.com/file/d/1uabR_IXoI-MjiKg3ks7NDt_TZnbc4owc/view?usp=drive_link,https://drive.google.com/file/d/1FIox7k1TG3BHE2RMshEihSqtyBYMo3NO/view?usp=drive_link,https://drive.google.com/file/d/1zFADqJcpJ0Dx--6qeKqRvlXhBNsEpAIs/view?usp=drive_link,https://drive.google.com/file/d/1q-pZJi83xi1Bjj66lD91ROqh5b_xfp4q/view?usp=drive_link,https://drive.google.com/file/d/1ycjFsnFFZbVGmB7WGmmrmq1N-Otu3kal/view?usp=drive_link,,,,,,,,,,,,
55,301029_Maroon,1595,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Georgette,Crepe,Georgette,Crepe,Maroon,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,,https://drive.google.com/file/d/11Kz9jJ5-8AQ3hRE9oou8igFEkksxN75o/view?usp=drive_link,https://drive.google.com/file/d/1mC4VIHrAGz7bqD_wOlUujXXafYRAu16H/view?usp=drive_link,https://drive.google.com/file/d/1NVyK69ug6X87ivdmaKfxkWije9KrFykZ/view?usp=drive_link,https://drive.google.com/file/d/1sdO4uudMgJVW9JHr_T4OkiHIznEdRSMl/view?usp=drive_link,https://drive.google.com/file/d/19zv97vUxQWJHlEGkeR6pbeUAgakNKZbT/view?usp=drive_link,https://drive.google.com/file/d/1_OJF8-bksgr578ju2I5ujvAGsMMjRpeW/view?usp=drive_link,,,,,,,,,,,,
56,301029_Purple,1595,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Georgette,Crepe,Georgette,Crepe,Purple,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,,https://drive.google.com/file/d/12gtgRCEvegE5CfgE4CHNc83hsf0-14GK/view?usp=drive_link,https://drive.google.com/file/d/1i9X2UeLmJszLP6IHqAQV3Zbl4cYMvtB5/view?usp=drive_link,https://drive.google.com/file/d/1OzHFwOlk-QQy7z_h_np4ZWy9B7asCRF5/view?usp=drive_link,https://drive.google.com/file/d/1w32iHERt5DtqfHjUmIScXYFWR-dH31M4/view?usp=drive_link,https://drive.google.com/file/d/1q0atsBJTF753xUypsJt0Di7OImbfjil6/view?usp=drive_link,https://drive.google.com/file/d/1cOtp8QFw_Y48pBGKjmDu5Q-Yx0qHDDfB/view?usp=drive_link,,,,,,,,,,,,
57,301030_Rama,2095,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Georgette,Crepe,Georgette,Crepe,Turquoise Blue,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,https://drive.google.com/file/d/1dN9KFQDcRSG_ySZ_1y3fGnyHs6GUlzBS/view?usp=drive_link,https://drive.google.com/file/d/10FbKr_RAA6dfgo-PzR9geF9J21VrNwjt/view?usp=drive_link,https://drive.google.com/file/d/1Fgyvqhxo8mSZ2-HyBez-wwae80BQrq_e/view?usp=drive_link,https://drive.google.com/file/d/1q9T2hklqdc3olcNtEjFol0_ck6HPSopA/view?usp=drive_link,https://drive.google.com/file/d/1V3NpCiG9HKyjavzCUeICkbpIS_37y5QU/view?usp=drive_link,https://drive.google.com/file/d/1TdL1TdhetegMfig-RauGK9tZETAqycdV/view?usp=drive_link,https://drive.google.com/file/d/1GU64kQtc-dEnLxOao1x6SctzkHo1WerV/view?usp=drive_link,,,,,,,,,,,,
58,301030_Maroon,2095,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Georgette,Crepe,Georgette,Crepe,Maroon,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,,https://drive.google.com/file/d/1t5WW4vRw62VHTS-aPouw6D23vo-xcErL/view?usp=drive_link,https://drive.google.com/file/d/1iRI3Nr25QqY7Ei554F7V1ZHLQ65o_IqE/view?usp=drive_link,https://drive.google.com/file/d/1LVtjlREoj9BXGpCY1ay_2Fr-976JBBxh/view?usp=drive_link,https://drive.google.com/file/d/15xJpDm2pR8fZxborIx83rMTEnEYzZ6iL/view?usp=drive_link,https://drive.google.com/file/d/1ITlMbKI_hZNVqfpYk83ErVMmTqxAIM3U/view?usp=drive_link,https://drive.google.com/file/d/1bC2mfvaoiPjFHVJn4yLUpsbV7GY2yYqD/view?usp=drive_link,,,,,,,,,,,,
59,301030_Dpink,2095,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Georgette,Crepe,Georgette,Crepe,Dark Pink,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,,https://drive.google.com/file/d/1NwGYI_czE1nFbN40b5Kc4ukbblhnll0G/view?usp=drive_link,https://drive.google.com/file/d/14Yln5xM9EhRBYQAbY6P-W-vTD-ZagHwe/view?usp=drive_link,https://drive.google.com/file/d/1n-G83GNcf6JJ7_jHJApcVzunu9QFQrH1/view?usp=drive_link,https://drive.google.com/file/d/1SVJk0OGix6Mmnc5bX-7essF271gYfYrM/view?usp=drive_link,https://drive.google.com/file/d/13PwOqjKNC7Ar3JRsPI42WhAn87G5Pezh/view?usp=drive_link,https://drive.google.com/file/d/1QA7p4HVu9AAIdklxddwTTbMKvzFD04k_/view?usp=drive_link,,,,,,,,,,,,
